id,title,artist,release,duration,year,loudness,country
748,Ur Själslig Död,Månegarm,Vargstenen,264.6722,2007,-3.779,Norrtälje
749,Silver Bells,Lacy J. Dalton,Christmas Country,186.8273,1999,-16.508,"Bloomsburg, PA"
750,20 horas de nada,Alex Ubago,Calle ilusion,216.58077,2009,-7.91,"Vitoria, Spain"
751,Honey,Mariah Carey,Greatest Hits,301.19138,1997,-7.488,"New York, New York"
752,The Christmas Song,Mannheim Steamroller,Christmas Song,199.83628,2009,-11.949,"Omaha, NE"
753,Kyana,Arctique,Season Selection - Summer,468.00934,2001,-8.214,"Milwaukee, WI"
754,Madeleine (feat. Thomas Fersen),Jean Corti,Fiorina,174.81098,2004,-6.505,NY - New York City
755,Babes In Arms,April Wine,Harder . . . Faster,200.9073,1979,-13.613,"Halifax, Nova Scotia, Canada"
756,Round 7:  2138,Cassius Clay,I Am The Greatest!,246.96118,2000,-15.02,New Jersey
757,Good Rocking Tonight,Roy Brown,Good Rockin' Tonight - Live In San Francisco,227.082,2004,-15.525,"New Orleans, LA"
758,Soul,Pedro Luis e a Parede,Astronauta Tupy,229.45914,1997,-6.032,Norway
759,Unemployed Black Astronaut,Busdriver,Well Deep: Ten Years Of Big Dada,240.71791,2005,-5.281,"St. Louis, MO"
760,6 Yrs (Album Version ),Reach 454,Reach 454,237.19138,2003,-2.76,"New York, NY"
761,Save Me (Rolling Stone Original Version),Unwritten Law,Rolling Stone Originals - online single 93744-6,199.67955,2002,-12.256,California
762,Piano E Viola,Pery Ribeiro,Tributo A Taiguara,195.68281,2005,-11.131,"Stamford, CT"
763,Entonces,Fran Perea,Punto y aparte,173.08689,2005,-3.39,"Malaga,Spanija"
764,Heart Trouble,Martina McBride,The Way That I Am,198.42567,1993,-7.958,"Medicine Lodge, KS"
765,Only Human,Usher Featuring The Nu Beginning,Back To The Beginning - Usher,338.75546,2004,-11.215,"Atlanta, GA"
766,My Last Date (With You),Skeeter Davis,The Country Queen,146.28526,1988,-12.439,"Dry Ridge, KY"
767,Fools Like You,Blue Rodeo,Lost Together,280.65914,1992,-6.033,"Toronto, Ontario, Canada"
768,Three Little Birds,Bob Marley & The Wailers,Legend,320.15628,2007,-8.959,"Severn, MD"
769,Du machst mich irgendwann verrückt,Markus,Alles kommt wie es kommt,176.97914,2005,-4.771,Kentucky
770,Sunday Cream,Juan Farcik,Abstract Mind EP,295.02649,2008,-8.16,"Tromso, Norway"
771,Adrift,Jack Johnson,Sleep Through The Static,236.19873,2008,-15.967,"Galveston, TX"
772,See The Big Man Cry,Charlie Louvin,Tribute to the Grand Ole Opry - Vol. 2,138.55302,2000,-13.816,Tennessee
773,Anna Bolena (1997 Digital Remaster): Alcun potria ascoltarti,Maria Callas/Gianni Raimondi/Gabriella Carturan/Plinio Clabassi/Nicola Rossi-Lemeni/Coro del Teatro alla Scala_ Milano/Noberto Mola/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni,Donizetti: Anna Bolena,102.68689,2004,-14.447,"New York, NY"
774,Cancion De Amor Eterno,Carlos Vives,Coleccion de Oro,112.90077,2000,-17.548,"New York City, NY"
775,Loving By Heart,Jeff And Sheri Easter,A Work In Progress,183.19628,1971,-4.881,"Kingston, Jamaica"
776,Firewater,Joe Grushecky,Outtakes and Demos 1975 -  2003,294.19057,1993,-5.747,"Hanna, Alberta, Canada"
777,No Soy Uno Más,Jose Luis Perales,Colección Diamante,191.21587,2008,-6.025,Los Angeles &amp; New York
778,Ernestine,Joe Bataan,Call My Name,311.19628,2005,-11.574,"Spanish Harlem, New York City, NY"
779,Overture/Blue Tahitian Moon,Angelo Badalamenti / Keira Knightley,The Edge Of Love,63.29424,2003,-10.462,New Jersey
780,I'll Meet You By The River (Southern Convention Songs Version),Bill & Gloria Gaither,Southern Convention Songs,194.82077,2006,-12.098,"Lagoa da Canoa, Alagoas"
781,Pode Me Chamar,Eddie,Brazil Classics 7: What's Happening in Pernambuco_ New Sounds of the Brazilian Northeast,243.17342,2007,-11.996,California - SF
782,Go And Wash (Those Dirty Feet),Johnny Horton,Country Legend,138.86649,2005,-16.059,"Los Angeles, CA"
783,Comin' Home,ZO2,Ain't It Beautiful,346.51383,2007,-5.802,NY - New York City
784,One About Heaven,Brent Lamb,Reflections Of A Simple Man,237.16526,1995,-6.177,Dubai UAE
785,Gateway,Dean Evenson,Ascension To Tibet,203.93751,2009,-19.454,"Haynesville, LA"
786,Souffle 2,Vincent Bruley,Oxygène 5: Le Vent,920.76363,2010,-16.676,"Kitee, Finland"
787,October,U2,October,142.23628,1981,-14.05,"Dublin, Ireland"
788,Cheshire Grin,Charlie Khan,How We Divide the Cake,202.29179,2009,-4.431,"Boston, MA"
789,Talk About Me,Screamin' Jay Hawkins,Screamin' Jay Hawkins,150.56934,1995,-11.316,"Cleveland, OH"
790,No Loafting,Junior Reid,Visa,199.75791,1994,-8.141,Jamaica
791,Trash (live Paris),New York Dolls,Manhattan Mayhem (a history of the Dolls),210.85995,2007,-12.153,"New York, NY"
792,The 23rd Psalm,Steve Erquiaga,Prayer: A Windham Hill Collection,220.70812,1995,-21.763,North Carolina
793,Leave Me Be,The Shirrows,Shakin' All Over Again,130.76853,1997,-7.461,"Atlanta, GA"
794,Paloma Consentida,Carmen Y Laura,The Complete Discos Ideal Recordings_ Vol. 1,160.60036,2000,-11.536,"Sacramento, CA"
795,If you Seek Amy,Hoodfellas,Game Over,227.082,2003,-4.872,New York City
796,Yi Xiao Shi Chong Yin,Edmond Leung,Motclub 903 Fa Yuan Di Du Le Le Edmond Leung Yin Yue Hui,230.37342,2001,-11.349,"Lancaster, NH"
797,Wishy Washy Woman,Mighty Joe Young,Mighty Man,253.51791,2005,-11.213,"Shreveport, LA"
798,L'Aventurier,Jacques Dutronc,En Vogue,151.09179,1969,-7.246,"Paris, France"
799,Ali Baba,Jackie Edwards,The Bunny Striker Lee Story,179.09506,2003,-6.543,Jamaica
800,Haughtiness And Puerile Dreams,Autumnblaze,Perdition Diaries,277.75955,2009,-5.903,"Redding, CA"
801,Sugar Bush,Bert Kaempfert,Two In One - A Singin' Safari/Safari Swings Again,201.42975,1997,-18.994,"Hamburg, Germany"
802,Gamble Calypso,Mau Mau,Safari Beach (Tucasa Micasa),232.12363,2000,-8.714,"J ping, Sweden"
803,What Would You Do?,City High,Ultimate R&B,174.91546,2001,-6.567,"Beverly, Massachusetts"
804,To My_ Niechciani,Molesta Ewenement,...Taka Plyta,269.37424,2002,-7.7,Warszawa
805,Feriado,Chico Cesar,Francisco Forro Y Frevo,238.23628,2008,-7.083,"Kingston, Jamaica"
806,Anti fashion victime,Théophil,Des vies,213.9424,2009,-10.275,California - LA
807,Gettin' Together,Tommy James And The Shondells,Anthology,136.12363,1989,-11.298,"Dayton, OH"
808,Wings Of Love,Zagar feat. Underground Divas,Wings Of Love Remixes,277.21098,1990,-5.967,"Beaumont, TX"
809,For Free,Hal Russell,Hal's Bells,397.16526,2000,-18.986,"Detroit, MI"
810,Mambo Bacan,Line Renaud,Les Années Chansons,157.93587,1994,-11.051,"Chattanooga, TN"
811,Gotta Cut Out,Jimmy McCracklin,The Modern Recordings 1948-50,147.64363,2002,-8.441,"St. Louis, MO"
812,The Trial_ Were You Scared? [The Lost Interview Tapes - Volume Two] (LP Version),The Doors,The Lost Interview Tapes Featuring Jim Morrison - Volume Two: The Circus Magazine Interview,298.39628,1993,-27.685,"Los Angeles, California, United States"
813,Feeling,Jaco & Mixxmaster,Feeling,441.99138,2008,-5.639,Georgia
814,The Coloness Of The Chain,Tony Joe White,The Path Of A Decent Groove,329.35138,1993,-17.816,"Goodwill, LA"
815,Be my Lover,Hysterie,Vocal House Diamonds Vol.2,379.402,1997,-7.224,"London, England"
816,"Rinaldo : Act 1 ""Cor ingrato_ ti rammembri"" [Rinaldo]",Marilyn Horne,Handel : Operatic Arias,282.14812,1988,-23.593,Great Britain / UK
817,Kill Your Darlings,Soulwax,Kill Your Darlings,201.24689,1996,-8.146,"Ghent, Belgium"
818,La Otra,Marisela,La Otra,221.20444,1971,-9.467,Miami
819,This Very Moment,Set Your Goals,Mutiny: Deluxe Edition,153.23383,2006,-6.754,"San Francisco, CA"
820,Blue [Da Ba Dee] [Gabry Ponte vs. HiFi Blueprint Remix],Eiffel 65,Blue [da ba dee] [2009 Remixes],390.00771,2010,-5.286,"Whitby, Yorkshire, England"
821,Here I Am,Phantom Planet,Negatives,120.65914,2004,-9.628,"Wyomissing, PA"
822,Lusco,Berrogüetto,Viaxe Por Urticaria,115.17342,2003,-17.876,"Itawamba County, MS"
823,It's So Fine,Jackie Wilson,Lonely Teardrops,128.93995,1958,-9.936,"Detroit, MI"
824,Danser seule 2,Klimperei,Improvisation with myself_ volume1,12.85179,2003,-4.358,FR
825,Rumpu lyö,Solistiyhtye Suomi,20 Suosikkia / Rilluttele yö,148.71465,2006,-14.254,"New York City, New York"
826,The Bull Frog,Edmundo Ros,Samba Samba,152.05832,2009,-15.79,Venezuela
827,House Music,Save As,Chill House Planet_ Vol. 4,337.81506,1970,-6.466,Arizona
828,King Tee Production,King Tee,At Your Own Risk,153.57342,1975,-14.122,"Los Angeles, CA"
829,Blessed Assurance (I Love To Tell The Story Album Version),Mark Lowry,I Love To Tell The Story,261.82485,1994,-6.124,"Paris, France"
830,True Nature,Jane's Addiction,Strays,229.61587,2003,-3.782,"Los Angeles, CA"
831,Skinned Strings,Chico Hamilton Quintet,An Introduction To Chico Hamilton Vol 3,316.73424,2004,-27.336,"Oxford, MS"
832,A White Demon Love Song (Soundtrack Album Version),The Killers,The Twilight Saga: New Moon Original Motion Picture Soundtrack,213.96853,2004,-9.041,Ireland
833,Your Touch Versus Death,Every Time I Die,The Burial Plot Bidding War,215.43138,2000,-9.171,"Buffalo, New York"
834,Deus Ex Machina,William Orbit,Strange Cargo III,339.80036,1993,-35.277,"New Orleans, LA"
835,Foreign Prince Of Tokyo,Vodka Collins,Boy's Life,249.96526,2005,-6.872,"Tokyo, Japan"
836,Animal Crimes,Mad Are Sane_ The,Who?What?Why?When?Where?,228.8322,1984,-8.999,"Oxford, UK"
837,Freedom (LP Version),Wayne Watson,The Very Best,304.19546,2002,-10.366,"Wisner, LA"
838,La Nativité Du Seigneur (1935) - 9 Méditations : I La Vierge Et L'enfant,Olivier Messiaen,Messiaen: 100th Anniversary Box Set,315.08853,2006,-26.309,"Essex, England"
839,Canal de jonage,Michèle Bernard,Piano Voix,230.24281,2006,-12.166,"New Haven, CT"
840,Flight of the Elephant,Workhorse,Beasts of Burden,370.85995,2007,-8.816,Mississippi
841,Storm,The Pharcyde,Humboldt Beginnings,217.88689,2004,-4.163,"Los Angeles, CA"
842,No Quarter,Crowbar,Crowbar,270.73261,1972,-8.6,Louisiana
843,Ramène Moi,Lara Fabian,Carpe Diem,273.13587,1994,-7.387,New York City
844,How We Get Down,Bad Azz,Personal Business (Explicit),270.39302,1999,-5.204,"London, England"
845,Hey Little Girl (1949),Professor Longhair,Tipitina,179.93098,1993,-10.333,"Bogalusa, LA"
846,I Changed My Mind (DJ Spinna Remix),Lyrics Born,Same !@#$ Different Day,313.15546,2005,-3.528,Japan
847,Jingle Bells,Jim Reeves,Christmas Songbook,108.19873,1963,-13.323,"Galloway, Panola County, TX"
848,This Side Of Paradise,Nestor Torres,The Very Best of Nestor Torres,280.2673,2001,-8.034,"Miami, FL"
849,Petite Fleur (Instrumental) (1996 Digital Remaster),Henri Rene And His Orchestra,Ultra-Lounge / A Bachelor In Paris - Volume Ten,168.54159,2000,-16.797,GLEN BURNIE
850,Out Of This World,Black Flag,I Can See You,133.25016,1985,-13.77,"Los Angeles, CA"
851,Howells Delight,The Baltimore Consort,The Best of The Baltimore Consort,240.40444,2003,-17.271,"台北, Taiwan"
852,Keys To The Whip (Straight Pimpin' Mix),Disco D feat. Lola Damone & Helluva,A Night At the Booty Bar,226.61179,1977,-7.765,"St. Louis, MO"
853,You Can't Hurry Love (Live),Phil Collins,Serious Hits... Live!,174.23628,1990,-9.79,"Chiswick, London, England"
854,Talk To Your Daughter (Album Version),Robben Ford,Talk To Your Daughter,250.53995,1988,-12.685,"Ukiah, CA"
855,Hopelessly,Rick Astley,Body And Soul,215.09179,1993,-10.612,"Newton-le-Willows, Merseyside, England"
856,Born To Be Together,The Ronettes,The Best Of The Ronettes,177.81506,1991,-9.54,"New York, NY [The Bronx]"
857,Leo_ Are You Still Jumping Out Of Windows In Expensive Clothes?,My Little Airport,Zoo Is Sad_ People Are Cruel,125.70077,2004,-9.361,Hong Kong
858,Jericho  (Straight On Album Version),DeGarmo & Key,Collecton,275.74812,1995,-9.799,California
859,Creation,The James Taylor Quartet,Whole Lotta Live 1998,315.14077,1996,-14.334,"Philadelphia, Pennsylvania"
860,100 Ways ( LP Version ),Porno For Pyros,Rev,222.77179,1992,-7.858,"MILWAUKEE, Wisconsin"
861,Didn't Know Yet What I'd Know When I Was Bleedin',Dax Riggs,We Sing of Only Blood or Love,157.36118,2007,-6.34,"Houma, LA"
862,You Better Stop,Curtis Mayfield,Heartbeat,411.92444,1979,-9.633,"Chicago, IL"
863,Soleil rouge,Josélito,Les plus grandes chansons,205.45261,2006,-12.538,Jaen
864,I Got Rhythm,Oscar Peterson Trio,Gone But Not Forgotten - Oscar Peterson,185.70404,1999,-13.207,jakarta
865,Itinerario,Clementina De Jesus,Nova Bis-Clementina de Jesus,181.39383,2002,-9.735,United States
866,Free (lp),Big Audio Dynamite,Planet Bad Greatest Hits,209.97179,2005,-12.019,"London, England"
867,Under The Weather,KT Tunstall,Eye To The Telescope,216.5024,2004,-9.911,Scotland
868,After All The Love Is Gone,Alias,Alias,256.67873,2004,-10.223,Georgia
869,Say Goodbye,Barry Manilow,Here At The Mayflower,247.24853,2009,-7.518,"Brooklyn, NY"
870,90er,Headliners,Das Album zum Film,347.79383,2006,-4.281,katy
871,Jahuu_ Gandiva laulaa!,Sabda Brahma,Dham Rockas,349.51791,2003,-9.651,Venezuela
872,Más Y Más,Mazz,15 Exitos,251.61098,1999,-13.327,"Lafayette, LA"
873,Stephanie Says,The Velvet Underground,The Velvet Underground Story 2CD Set,170.89261,1985,-15.591,"New York, NY"
874,Music And Politics,The Disposable Heroes Of Hiphoprisy,Hypocrisy Is The Greatest Luxury,241.52771,1992,-18.454,"San Fransisco, CA"
875,Fleur De Paris,Jean Marc Thibault,Chantez,138.94485,1997,-14.406,Earth
876,Party Favours (Dee Dee's Flukey Remix),Bionikworld,Preset 001 / Reset 001,413.51791,1992,-7.801,"New York, NY"
877,Keep Walking,The Wilburns,More Than Religion,182.22975,1979,-9.156,"Mascouche, Qc"
878,4 Words (To Choke Upon),Bullet For My Valentine,The Poison,223.76444,2005,-2.839,"Bridgend, South Wales, UK"
879,COLD MORNING,Portobello,Face The Music,304.84853,2004,-7.486,"LOS ANGELES, California"
880,The Carnival  feat. Japjit Kaur,Niraj Chag,Revolution Rising: ethnotechno.com vol.1 presented by dimmSummer,293.40689,2008,-4.994,"Fargo, ND"
881,learn (Album Version),One Be Lo,Everything,164.85832,2002,-5.239,Detroit MI
882,Syrup Sipping (Banner Beat Break),David Banner,The Greatest Story Ever Told,72.4371,2008,-11.576,Jackson MS
883,Feverish,Spitfire,Sex Bomb,109.26975,1993,-11.286,Athens
884,Parabolics Studies 6,Henri Pousseur,Eight Parabolic Studies,1266.41587,2001,-8.473,"Malm , Belgium"
885,Xenophobic Hate Machine,Bodies In the Gears of the Apparatus,Split CD,126.17098,2005,-6.551,California - LA
886,Is It Wrong,Warner mack,True Country,160.20853,2001,-10.261,"Nashville, TN"
887,Got The Blues,Blind Lemon Jefferson,The Complete Classic Sides Remastered: Chicago 1926 Disc A,175.15057,1926,-19.239,"Couchman, TX"
888,So Long (Originally Performed by Abba),The Meatmen,Cover the Earth,211.3824,2001,-5.712,"Lansing, MI"
889,Mi Vida Se Pinto De Gris,Yndio,Lo Basico,162.61179,2009,-6.419,"Toronto, Ontario, Canada"
890,C'est pour vous que je chante,Les Hou-Lops,Vendredi m'obsède,177.50159,1960,-8.675,Basingstoke
891,Brown Eyed Girl,The Sonics_ Charlie & The Tunas,The Sonics Meet Charlie & The Tunas,243.1473,2004,-10.207,"Tacoma, WA"
892,Let's Get High (Yves Larock Radio Edit w Rap),Anane,Let's Get High,225.07057,1985,-5.554,"Rome, Italy"
893,Mr. Crump,Mum,The Szabotnik 15 Mission,242.18077,2005,-7.665,"Seattle, WA"
894,Serenata,Tranzas,Serenata,204.85179,2005,-6.682,"Lithonia, GA"
895,Love Is What We Make It,Kenny Rogers,Very Best Of Kenny Rogers,258.89914,1999,-15.835,"Houston, TX"
896,Donnez-nous des jardins,Pierre Perret,Pierrot chante pour les gamins_ les marmots...,238.10567,1975,-10.987,California - LA
897,Start Me Up,The Rolling Stones,Live Licks,242.20689,1981,-3.237,"London, England"
898,Lucky Fellow - Original,Leroy Hutson,Leroy Hutson Selected Hits Vol. 2,291.49995,1998,-13.629,"Newark, NJ"
899,New Round And Round,Casey Bill Weldon,Casey Bill Weldon Vol. 3 1937-1938,183.71873,2006,-18.742,Arkansas
900,Raindrops Keep Falling On My Head,David Arkenstone,Dream Palace,236.09424,1994,-15.737,Tennessee
901,Marvel Hill,The Cardigans,Gran Turismo,255.39873,1998,-8.022,"J ping, Sweden"
902,Turn Yourn Radio On,Andy Griffith,Somebody Bigger Than You And I,151.32689,1999,-11.579,"Wangaratta, Victoria, Australia"
903,Live Then Lay,Naughty By Nature featuring Phiness,Nineteen Naughty Nine Nature's Fury,241.24036,1995,-9.742,"East Orange, NJ"
904,Psalm 27,Donnie McClurkin,Live in London and More ..,302.36689,2000,-8.004,"Hollywood, CA"
905,The Lakes Of Pontchartrain,Planxty,The Planxty Collection,345.70404,2004,-22.715,"Bremerton, WA"
906,Falling Stars,Desert Dwellers,ASUDHA - Yoga Dub Grooves,489.58649,1995,-14.66,"Washington, England"
907,Badrock City,Big Audio Dynamite,No. 10_ Upping St.,424.22812,1986,-16.6,"London, England"
908,Waitin' For The Wind,Spooky Tooth,The Best Of Spooky Tooth,222.14485,1969,-14.736,Great Britain / UK
909,Suburban Living,Yuppie Pricks,Initial Public Offering,161.38404,1986,-6.72,Austin
910,Chicago Bound Blues,Bessie Smith,Queen Of The Blues: Volume 1 B,187.03628,1991,-19.27,"Chattanooga, TN"
911,Liquid Mercury,Jimmy Page,Outrider,184.78975,1988,-10.939,"Heston, Middlesex, England"
912,Fly Away (Instrumental),HardNox,Fly Away,212.89751,2000,-6.117,California - SF
913,I Know Where I Am Now,Jake Hess,Special Homecoming Moments,298.89261,2004,-15.102,Tennessee
914,Herz an herz (Live Version),Paso Doble,Hautnah,330.37016,1996,-8.259,England
915,Papa Legba (2005 Digital Remaster),Talking Heads,True Stories,355.73506,1986,-9.306,Germany
916,Te Quiero Mas,The Party Group,Party Fiesta_ Vol. 6,255.4771,2006,-17.608,New Jersey
917,Nuestras Sevillanas 1,Los Del Rio,Rio De Sevillanas,202.29179,1980,-8.235,Los Angeles CA
918,La Blessure,Eric Demarsan,Le Samouraï / Les Aventuriers,107.7024,2008,-18.352,Houston
919,Head Banger,EPMD,Def Jam 25_ Vol 16 - Lifer's Picks: 298 to 160 to 825,291.16036,1992,-3.349,allentown Pennsylvania USA
920,Come Dance With Me,The Token,Doo-Wop Forever,128.1824,1994,-6.515,"Brooklyn, NY"
921,The Lord's Prayer,Dario Marianelli,The Soloist,192.86159,2009,-17.27,Puerto Rico
922,I'm Chillin,Kurtis Blow,The Best Of Kurtis Blow,220.83873,1990,-12.637,"Harlem, New York, NY"
923,Strip The Soul (album version),Porcupine Tree,In Absentia,441.88689,2002,-5.94,Shawnee OK
924,Sangria (Nomadbrothers Remix feat. Rio),Tania Maria,Electronic Summer In Corsica - Volume1,233.7171,2005,-10.503,New Jersey
925,Alla Mot Alla,Kent,Palace & Main,240.97914,1967,-8.505,"Eskilstuna, Sweden"
926,One Moment With You,Jackie Wilson,Reet Petite,182.49098,1993,-12.007,"Detroit, MI"
927,Raw Power,Iggy And The Stooges,Metallic K.O.,347.53261,1996,-8.502,"Ann Arbor, MI"
928,Cry Of My Heart,Wayne Watson,Living Room,226.24608,2010,-8.781,"Wisner, LA"
929,Ralph's Rhapsody,Ray Lynch,The Best Of Ray Lynch,283.74159,1998,-16.715,"Brooklyn, New York"
930,He Was Here,Scott Krippayne,It Goes Like This,192.60036,2005,-12.883,Washington
931,The last havoc,Necrodaemon,Prophecy Of The Decadent,225.59302,1989,-3.883,"Long Island, New York"
932,Love & Understanding,Lady Saw,Give Me The Reason,218.40934,1996,-11.496,"St. Mary's, Jamaica"
933,Va Por Usted,Rocio Jurado,La Copla,359.65342,1999,-4.523,"New York, NY"
934,Mefistofele/Spunta... l'aurora pallida...,Michèle Crider;Vincenzo La Scola;Samuel Ramey;Riccardo Muti,Mefistofele,216.68526,1995,-24.009,"Toronto, Ontario, Canada"
935,We Are The Ones (Lounge Version),Zombie Girl,Blood_ Brains_ & Rock'N'Roll (Limited),273.34485,2007,-7.184,"Edmonton, Alberta, Canada"
936,We're Not Gonna Bow,Jeff And Sheri Easter,Ordinary Day,222.92853,1961,-5.825,New Hampshire
937,In Hell (Album Version),A Perfect Murder,War Of Aggression,229.79873,2007,-5.118,CA
938,Up Jumped The Devil - Live,Clarence Gatemouth Brown,Live,192.83546,1961,-9.476,"Vinton, LA"
939,Stand By Me,Atomic Rooster,Made In England,203.31057,1972,-6.958,United Kingdom
940,Hold On (Album Version),The Rance Allen Group,All the Way,296.6722,2008,-6.465,"Detroit, MI"
941,Stop The World,RIDDLIN' KIDS,Stop The World,195.65669,2004,-3.044,"Austin, TX"
942,Mi Gitana (feat. The Dey),Los Del Rio_ The D.E.Y.,Quinceañera Macarena,206.68036,2009,-8.22,Ghana
943,Things I Don't Understand,Coldplay,Speed Of Sound,295.67955,2005,-6.473,"Bremerton, WA"
944,Nostalgia for Infinity,Jonn Serrie,Thousand Star,781.60934,1974,-18.626,Atlanta  Ga
945,Wo Ai Ni_ Zai Jian!,Sammi Cheng,La La La,255.76444,2004,-10.75,"Nashville, Tennessee"
946,Love Island (LP Version),Eumir Deodato,VELVET LOVE,397.66159,1996,-13.114,Los Angeles &amp; New York
947,You Are Everything,Regina Belle,Reachin' Back,225.33179,1995,-7.991,"Englewood, NJ"
948,A Piece Of My Heart,Gang Of Four,Hard,196.49261,1983,-11.796,"Leeds, England"
949,I Can't Rest,Fontella Bass,Rescued : The Best Of Fontella Bass,175.38567,2006,-6.754,"St. Louis, MO"
950,Baby Please Don't,Tampa Red,Tampa Red Vol. 15 1951-1953,181.08036,2002,-13.939,"Smithville, GA"
951,Pictures To Prove It,The Mighty Mighty Bosstones,Question The Answers,196.10077,1994,-7.467,"Boston, MA"
952,Infant Dreams,Bill Douglas,Jewel Lake,147.17342,2004,-33.364,"Atlanta, GA"
953,One Night Alone,Vixen,Vixen,229.642,1988,-12.818,California - LA
954,East Bay Bounce,Paul Taylor,Nightlife,249.83465,2008,-4.73,Wyoming
955,Teska (Teska),Greek Gypsy Musicians,Music of the Greek Gypsies,214.72608,2008,-11.277,"Oslo, Norway"
956,Why,Kol Simcha,Voice Of Joy,548.38812,2006,-24.568,New Mexico
957,All The Way,Joey McIntyre,Talk To Me,173.322,1997,-19.928,"Needham, MA"
958,Forever,VHS Or Beta,Night On Fire,343.562,2004,-5.82,"Louisville, KY"
959,It Gwine Dreada,The Twinkle Brothers,Rasta Pon Top,194.63791,1994,-12.828,"Harlem, NY"
960,Mua rakastan,Murskahumppa,Murskapunkkia,121.57342,2007,-8.37,Great Britain / UK
961,Hurry Up And Come,Cocoa Tea,Israel's King,225.54077,2008,-5.75,"Kingston, Jamaica"
962,TU MIRADA,Antonio Koudele,Aventura Cubana,297.06404,2003,-9.633,"Los Angeles, California"
963,Marrakech,Juan Carmona; Ricardo Larroze,Orillas,234.05669,1979,-9.464,"London, England"
964,Sunday In Marin,Chris Camozzi,Windows Of My Soul,276.40118,2007,-9.75,"Denver, CO"
965,Da Da Da Da,Tha Liks,X.O. Experience,294.13832,2001,-4.603,Ohio
966,Quan Tou Tang,Miriam Yeung,Miriam,258.5073,2006,-7.963,"Newark, NJ"
967,When There's A Will_ There's A Way,Jimmy Johnson,Livin' The Life (Blues Reference),203.44118,2007,-12.293,Illinois
968,Ballroom Floor,Dennis Brown,Ragga With Maximum Respect,218.46159,2005,-8.588,"Kingston, Jamaica"
969,Music In Dreamland,Be Bop Deluxe,Air Age Anthology,285.1522,1975,-11.969,England
970,Ole Con Ole,Peret,Peret Y Su Rumba,170.91873,1999,-10.903,Texas
971,Goodnight Irene,Kingston Trio,The M.T.A.,165.48526,1995,-13.196,"Palo Alto, CA"
972,Mom,Josh Mullins,I Wouldn't Buy This Either,162.01098,2006,-13.675,"Carle Place, New York"
973,Touch Your Button Carnival Jam,Wyclef Jean featuring will.i.am and Melissa Jiménez;Wyclef Jean featuring Machel Montano_ Daniela Mercury_ Black Alex_ and Djakout Mizik,CARNIVAL VOL. II Memoirs of an Immigrant,809.58649,1994,-3.894,"Croix-des-Bouquets,  Haiti"
974,All Alone (Live),Gorillaz,Dirty Harry,219.37587,2005,-7.36,"Houston, TX"
975,Zambele (1997 Digital Remaster),Clara Nunes,Guerreira,193.48853,1992,-10.363,Oregon
976,Jesus Is the Lord,Andrae Crouch,More Of The Best,352.86159,1974,-11.714,"Pacoima, CA"
977,World Comes Tumblin' Down,The Distillers,The Distillers,188.21179,2000,-5.008,"L.A 	California, Estados Unidos "
978,Please Come Out Tonight,Phil Collins,Both Sides,346.5922,1993,-15.018,"Chiswick, London, England"
979,Llegaste Tú,Huey Dunbar,Music For My Peoples,249.52118,2007,-5.951,"Oak Park, IL"
980,Where Are You?,Arthur Tracy,Street Singer,188.86485,2008,-17.193,"Kamenetz-Podolsk, Moldavia"
981,Wake Up Call (Album Version),The Prodigy,Always Outnumbered_ Never Outgunned,296.38485,1994,-2.029,"Braintree, Essex, England"
982,LOVESICK - Obsession in ¾ Time,Philippe Sarde,Sister Mary Explains It All,172.30322,1990,-18.226,"Neuilly-sur-Seine, France"
983,The Object Of My Affection,Russ Morgan,Music In The Morgan Manner (Digitally Remastered),197.38077,2005,-14.728,"Scranton, PA"
984,Carita De Rosa,Gertrudis,Teta,233.27302,2003,-5.92,Karlstad
985,Big World,David Saylor,True Reflection,217.65179,2003,-8.852,"Beirut, Lebanon"
986,Pobre diabla (Directo 09),Carlos Baute,Directo en tus manos,236.77342,1972,-4.548,"Havana, Cuba [Jesus Maria]"
987,Le Bug (Live 2005),M,En Tête-A-Tête,259.83955,1996,-6.699,NY - New York City
988,Volvere,OV7,CD00,164.33587,2000,-6.231,"Cleveland, OH"
989,Brooklyn On A Saturday Night,Neil Diamond,Primitive,224.57424,1984,-15.849,"Brooklyn, NY"
990,El Gato Confite,María Elena Walsh,Todos Cantamos Con Maria Elena,164.54485,2005,-13.827,Antarctica
991,Estimate,Slum Village,Fan-Tas-Tic Vol. 1,84.47955,1997,-12.75,Detroit MI
992,Lost in Marrakesh with Entropik (Pathaan's Mirage Mix),Ancient Astronauts,Put Em Up EP,331.59791,1989,-8.1,GERMANY
993,Cycle Time,Liars,Liars,136.17587,2007,-5.492,LA / NYC
994,Heart's Grown Cold (LP Version),Blackfoot,Siogo,204.09424,1971,-11.774,"Jacksonville, FL"
995,Llorando Por Amor,Flor Silvestre,15 Grandes Exitos-Flor Silvestre,161.93261,1963,-7.8,"Marlin, TX"
996,Falling Apart,Dario Marianelli,The Soloist,70.05995,2009,-24.651," Ubá, Minas Gerais"
997,Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie),X-ecutioners featuring Tom Tom Club & Biz Markie,Built From Scratch,236.43383,2001,-5.438,"New York, NY"
